01,acmt,ejemplo
02,acmt,ejemplo
02,crds,
03,chnn,
04,cnsv,
05,xdom,
06,csmt,
07,dcmt,
08,itmt,
09,inmt,
10,lndt,
11,mkop,
12,opsv,
13,paym,
14,rcpl,
15,serv,
16,trbk
